agent_action;agent_location;agentnr_victims;human_action;human_location;humannr_victims;world_nr;tick_nr
MoveNorthWest;(28, 23);0;MoveSouth;(2, 6);0;1;56
MoveNorthWest;(28, 23);0;;(2, 6);0;1;57
MoveNorthWest;(28, 23);0;;(2, 6);0;1;58
MoveNorthWest;(28, 23);0;;(2, 6);0;1;59
MoveNorthWest;(28, 23);0;;(2, 6);0;1;60
MoveNorthWest;(27, 22);0;MoveEast;(2, 6);0;1;61
MoveNorth;(27, 22);0;MoveEast;(3, 6);0;1;62
MoveNorth;(27, 22);0;;(3, 6);0;1;63
MoveNorth;(27, 22);0;MoveEast;(3, 6);0;1;64
MoveNorth;(27, 22);0;MoveEast;(4, 6);0;1;65
MoveNorth;(27, 22);0;;(4, 6);0;1;66
MoveNorth;(27, 21);0;MoveEast;(4, 6);0;1;67
;(27, 21);0;MoveEast;(5, 6);0;1;68
;(27, 21);0;;(5, 6);0;1;69
;(27, 21);0;MoveEast;(5, 6);0;1;70
;(27, 21);0;MoveEast;(6, 6);0;1;71
;(27, 21);0;;(6, 6);0;1;72
;(27, 21);0;MoveEast;(6, 6);0;1;73
;(27, 21);0;MoveEast;(7, 6);0;1;74
;(27, 21);0;;(7, 6);0;1;75
;(27, 21);0;MoveEast;(7, 6);0;1;76
;(27, 21);0;MoveEast;(8, 6);0;1;77
;(27, 21);0;;(8, 6);0;1;78
;(27, 21);0;;(8, 6);0;1;79
;(27, 21);0;MoveEast;(8, 6);0;1;80
;(27, 21);0;MoveEast;(9, 6);0;1;81
;(27, 21);0;;(9, 6);0;1;82
;(27, 21);0;MoveEast;(9, 6);0;1;83
;(27, 21);0;MoveEast;(10, 6);0;1;84
;(27, 21);0;;(10, 6);0;1;85
;(27, 21);0;MoveEast;(10, 6);0;1;86
;(27, 21);0;MoveEast;(11, 6);0;1;87
;(27, 21);0;;(11, 6);0;1;88
;(27, 21);0;MoveEast;(11, 6);0;1;89
;(27, 21);0;MoveEast;(12, 6);0;1;90
;(27, 21);0;;(12, 6);0;1;91
;(27, 21);0;;(12, 6);0;1;92
;(27, 21);0;MoveEast;(12, 6);0;1;93
;(27, 21);0;MoveEast;(13, 6);0;1;94
;(27, 21);0;;(13, 6);0;1;95
;(27, 21);0;MoveEast;(13, 6);0;1;96
;(27, 21);0;MoveEast;(14, 6);0;1;97
;(27, 21);0;;(14, 6);0;1;98
;(27, 21);0;MoveEast;(14, 6);0;1;99
;(27, 21);0;MoveEast;(15, 6);0;1;100
;(27, 21);0;;(15, 6);0;1;101
;(27, 21);0;MoveEast;(15, 6);0;1;102
;(27, 21);0;MoveEast;(16, 6);0;1;103
;(27, 21);0;;(16, 6);0;1;104
;(27, 21);0;;(16, 6);0;1;105
;(27, 21);0;MoveEast;(16, 6);0;1;106
;(27, 21);0;MoveEast;(17, 6);0;1;107
;(27, 21);0;;(17, 6);0;1;108
;(27, 21);0;MoveEast;(17, 6);0;1;109
;(27, 21);0;MoveEast;(18, 6);0;1;110
;(27, 21);0;;(18, 6);0;1;111
;(27, 21);0;;(18, 6);0;1;112
;(27, 21);0;MoveEast;(18, 6);0;1;113
;(27, 21);0;MoveEast;(19, 6);0;1;114
;(27, 21);0;;(19, 6);0;1;115
;(27, 21);0;MoveEast;(19, 6);0;1;116
;(27, 21);0;MoveEast;(20, 6);0;1;117
;(27, 21);0;;(20, 6);0;1;118
;(27, 21);0;MoveEast;(20, 6);0;1;119
;(27, 21);0;MoveEast;(21, 6);0;1;120
;(27, 21);0;;(21, 6);0;1;121
;(27, 21);0;MoveEast;(21, 6);0;1;122
;(27, 21);0;MoveEast;(22, 6);0;1;123
;(27, 21);0;;(22, 6);0;1;124
;(27, 21);0;;(22, 6);0;1;125
;(27, 21);0;;(22, 6);0;1;126
;(27, 21);0;;(22, 6);0;1;127
;(27, 21);0;;(22, 6);0;1;128
;(27, 21);0;;(22, 6);0;1;129
;(27, 21);0;MoveSouth;(22, 6);0;1;130
;(27, 21);0;MoveSouth;(22, 7);0;1;131
;(27, 21);0;;(22, 7);0;1;132
;(27, 21);0;;(22, 7);0;1;133
;(27, 21);0;;(22, 7);0;1;134
;(27, 21);0;;(22, 7);0;1;135
;(27, 21);0;;(22, 7);0;1;136
;(27, 21);0;;(22, 7);0;1;137
;(27, 21);0;;(22, 7);0;1;138
;(27, 21);0;MoveSouth;(22, 7);0;1;139
;(27, 21);0;MoveSouth;(22, 8);0;1;140
;(27, 21);0;MoveSouth;(22, 8);0;1;141
;(27, 21);0;MoveSouth;(22, 9);0;1;142
;(27, 21);0;MoveSouth;(22, 9);0;1;143
;(27, 21);0;MoveSouth;(22, 10);0;1;144
;(27, 21);0;MoveSouth;(22, 10);0;1;145
;(27, 21);0;MoveSouth;(22, 11);0;1;146
;(27, 21);0;MoveSouth;(22, 11);0;1;147
;(27, 21);0;MoveSouth;(22, 12);0;1;148
;(27, 21);0;MoveSouth;(22, 12);0;1;149
;(27, 21);0;MoveSouth;(22, 13);0;1;150
;(27, 21);0;MoveSouth;(22, 13);0;1;151
;(27, 21);0;MoveSouth;(22, 13);0;1;152
;(27, 21);0;MoveEast;(22, 13);0;1;153
;(27, 21);0;MoveEast;(23, 13);0;1;154
;(27, 21);0;;(23, 13);0;1;155
;(27, 21);0;;(23, 13);0;1;156
;(27, 21);0;MoveEast;(23, 13);0;1;157
;(27, 21);0;MoveEast;(24, 13);0;1;158
;(27, 21);0;;(24, 13);0;1;159
;(27, 21);0;MoveEast;(24, 13);0;1;160
;(27, 21);0;MoveEast;(25, 13);0;1;161
;(27, 21);0;;(25, 13);0;1;162
;(27, 21);0;;(25, 13);0;1;163
;(27, 21);0;MoveEast;(25, 13);0;1;164
;(27, 21);0;MoveEast;(26, 13);0;1;165
;(27, 21);0;;(26, 13);0;1;166
;(27, 21);0;MoveEast;(26, 13);0;1;167
;(27, 21);0;MoveEast;(27, 13);0;1;168
;(27, 21);0;;(27, 13);0;1;169
;(27, 21);0;;(27, 13);0;1;170
;(27, 21);0;MoveEast;(27, 13);0;1;171
;(27, 21);0;MoveEast;(28, 13);0;1;172
;(27, 21);0;;(28, 13);0;1;173
;(27, 21);0;;(28, 13);0;1;174
;(27, 21);0;;(28, 13);0;1;175
;(27, 21);0;;(28, 13);0;1;176
;(27, 21);0;;(28, 13);0;1;177
;(27, 21);0;;(28, 13);0;1;178
;(27, 21);0;;(28, 13);0;1;179
;(27, 21);0;;(28, 13);0;1;180
;(27, 21);0;;(28, 13);0;1;181
;(27, 21);0;;(28, 13);0;1;182
;(27, 21);0;;(28, 13);0;1;183
;(27, 21);0;;(28, 13);0;1;184
;(27, 21);0;;(28, 13);0;1;185
;(27, 21);0;;(28, 13);0;1;186
;(27, 21);0;;(28, 13);0;1;187
;(27, 21);0;;(28, 13);0;1;188
;(27, 21);0;;(28, 13);0;1;189
;(27, 21);0;;(28, 13);0;1;190
;(27, 21);0;;(28, 13);0;1;191
;(27, 21);0;;(28, 13);0;1;192
;(27, 21);0;;(28, 13);0;1;193
;(27, 21);0;;(28, 13);0;1;194
;(27, 21);0;;(28, 13);0;1;195
;(27, 21);0;;(28, 13);0;1;196
;(27, 21);0;;(28, 13);0;1;197
;(27, 21);0;;(28, 13);0;1;198
;(27, 21);0;;(28, 13);0;1;199
;(27, 21);0;;(28, 13);0;1;200
;(27, 21);0;;(28, 13);0;1;201
;(27, 21);0;;(28, 13);0;1;202
;(27, 21);0;;(28, 13);0;1;203
;(27, 21);0;;(28, 13);0;1;204
;(27, 21);0;MoveSouth;(28, 13);0;1;205
;(27, 21);0;MoveSouth;(28, 14);0;1;206
;(27, 21);0;;(28, 14);0;1;207
;(27, 21);0;MoveSouth;(28, 14);0;1;208
;(27, 21);0;MoveSouth;(28, 15);0;1;209
;(27, 21);0;;(28, 15);0;1;210
;(27, 21);0;MoveSouth;(28, 15);0;1;211
;(27, 21);0;MoveSouth;(28, 16);0;1;212
;(27, 21);0;;(28, 16);0;1;213
;(27, 21);0;MoveSouth;(28, 16);0;1;214
;(27, 21);0;MoveSouth;(28, 17);0;1;215
;(27, 21);0;;(28, 17);0;1;216
;(27, 21);0;MoveSouth;(28, 17);0;1;217
;(27, 21);0;MoveSouth;(28, 18);0;1;218
;(27, 21);0;;(28, 18);0;1;219
;(27, 21);0;;(28, 18);0;1;220
;(27, 21);0;MoveSouth;(28, 18);0;1;221
;(27, 21);0;MoveSouth;(28, 19);0;1;222
;(27, 21);0;;(28, 19);0;1;223
;(27, 21);0;;(28, 19);0;1;224
;(27, 21);0;;(28, 19);0;1;225
;(27, 21);0;MoveSouth;(28, 19);0;1;226
;(27, 21);0;MoveSouth;(28, 20);0;1;227
;(27, 21);0;;(28, 20);0;1;228
;(27, 21);0;;(28, 20);0;1;229
;(27, 21);0;MoveWest;(28, 20);0;1;230
;(27, 21);0;MoveWest;(27, 20);0;1;231
;(27, 21);0;;(27, 20);0;1;232
;(27, 21);0;;(27, 20);0;1;233
;(27, 21);0;;(27, 20);0;1;234
;(27, 21);0;;(27, 20);0;1;235
;(27, 21);0;;(27, 20);0;1;236
;(27, 21);0;;(27, 20);0;1;237
;(27, 21);0;;(27, 20);0;1;238
;(27, 21);0;;(27, 20);0;1;239
;(27, 21);0;;(27, 20);0;1;240
;(27, 21);0;MoveSouth;(27, 20);0;1;241
;(27, 21);0;MoveSouth;(27, 21);0;1;242
;(27, 21);0;;(27, 21);0;1;243
;(27, 21);0;;(27, 21);0;1;244
;(27, 21);0;;(27, 21);0;1;245
;(27, 21);0;;(27, 21);0;1;246
;(27, 21);0;;(27, 21);0;1;247
;(27, 21);0;;(27, 21);0;1;248
;(27, 21);0;;(27, 21);0;1;249
;(27, 21);0;;(27, 21);0;1;250
;(27, 21);0;;(27, 21);0;1;251
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;252
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;253
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;254
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;255
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;256
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;257
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;258
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;259
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;260
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;261
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;262
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;263
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;264
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;265
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;266
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;267
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;268
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;269
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;270
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;271
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;272
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;273
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;274
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;275
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;276
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;277
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;278
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;279
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;280
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;281
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;282
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;283
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;284
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;285
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;286
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;287
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;288
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;289
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;290
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;291
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;292
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;293
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;294
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;295
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;296
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;297
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;298
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;299
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;300
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;301
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;302
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;303
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;304
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;305
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;306
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;307
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;308
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;309
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;310
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;311
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;312
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;313
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;314
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;315
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;316
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;317
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;318
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;319
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;320
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;321
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;322
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;323
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;324
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;325
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;326
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;327
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;328
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;329
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;330
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;331
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;332
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;333
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;334
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;335
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;336
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;337
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;338
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;339
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;340
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;341
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;342
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;343
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;344
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;345
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;346
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;347
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;348
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;349
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;350
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;351
;(27, 21);0;RemoveObjectTogether;(27, 21);0;1;352
;(27, 21);0;;(27, 21);0;1;353
;(27, 21);0;;(27, 21);0;1;354
MoveWest;(26, 21);0;;(27, 21);0;1;355
MoveNorthWest;(25, 20);0;;(27, 21);0;1;356
MoveWest;(24, 20);0;;(27, 21);0;1;357
;(24, 20);0;;(27, 21);0;1;358
MoveSouth;(24, 21);0;;(27, 21);0;1;359
;(24, 21);0;;(27, 21);0;1;360
MoveNorthEast;(25, 20);0;;(27, 21);0;1;361
;(25, 20);0;;(27, 21);0;1;362
MoveSouth;(25, 21);0;;(27, 21);0;1;363
;(25, 21);0;;(27, 21);0;1;364
;(25, 21);0;;(27, 21);0;1;365
MoveWest;(25, 21);0;;(27, 21);0;1;366
MoveWest;(25, 21);0;;(27, 21);0;1;367
MoveWest;(25, 21);0;;(27, 21);0;1;368
MoveWest;(25, 21);0;;(27, 21);0;1;369
MoveWest;(25, 21);0;;(27, 21);0;1;370
MoveWest;(24, 21);0;;(27, 21);0;1;371
;(24, 21);0;;(27, 21);0;1;372
;(24, 21);0;;(27, 21);0;1;373
MoveEast;(24, 21);0;;(27, 21);0;1;374
MoveEast;(24, 21);0;;(27, 21);0;1;375
MoveEast;(24, 21);0;;(27, 21);0;1;376
MoveEast;(24, 21);0;;(27, 21);0;1;377
MoveEast;(24, 21);0;;(27, 21);0;1;378
MoveEast;(25, 21);0;;(27, 21);0;1;379
MoveEast;(25, 21);0;;(27, 21);0;1;380
MoveEast;(25, 21);0;;(27, 21);0;1;381
MoveEast;(25, 21);0;;(27, 21);0;1;382
MoveEast;(25, 21);0;;(27, 21);0;1;383
MoveEast;(25, 21);0;;(27, 21);0;1;384
MoveEast;(26, 21);0;;(27, 21);0;1;385
MoveNorthEast;(26, 21);0;;(27, 21);0;1;386
MoveNorthEast;(26, 21);0;;(27, 21);0;1;387
MoveNorthEast;(26, 21);0;;(27, 21);0;1;388
MoveNorthEast;(26, 21);0;;(27, 21);0;1;389
MoveNorthEast;(26, 21);0;;(27, 21);0;1;390
MoveNorthEast;(27, 20);0;;(27, 21);0;1;391
MoveNorth;(27, 20);0;;(27, 21);0;1;392
MoveNorth;(27, 20);0;;(27, 21);0;1;393
MoveNorth;(27, 20);0;;(27, 21);0;1;394
MoveNorth;(27, 20);0;;(27, 21);0;1;395
MoveNorth;(27, 20);0;;(27, 21);0;1;396
MoveNorth;(27, 19);0;;(27, 21);0;1;397
MoveNorthWest;(27, 19);0;;(27, 21);0;1;398
MoveNorthWest;(27, 19);0;;(27, 21);0;1;399
MoveNorthWest;(27, 19);0;;(27, 21);0;1;400
MoveNorthWest;(27, 19);0;;(27, 21);0;1;401
MoveNorthWest;(27, 19);0;;(27, 21);0;1;402
MoveNorthWest;(26, 18);0;;(27, 21);0;1;403
MoveWest;(26, 18);0;MoveWest;(27, 21);0;1;404
MoveWest;(26, 18);0;MoveWest;(26, 21);0;1;405
MoveWest;(26, 18);0;;(26, 21);0;1;406
MoveWest;(26, 18);0;MoveWest;(26, 21);0;1;407
MoveWest;(26, 18);0;MoveWest;(25, 21);0;1;408
MoveWest;(25, 18);0;;(25, 21);0;1;409
MoveWest;(25, 18);0;MoveWest;(25, 21);0;1;410
MoveWest;(25, 18);0;MoveWest;(24, 21);0;1;411
MoveWest;(25, 18);0;;(24, 21);0;1;412
MoveWest;(25, 18);0;;(24, 21);0;1;413
MoveWest;(25, 18);0;;(24, 21);0;1;414
MoveWest;(24, 18);0;;(24, 21);0;1;415
MoveWest;(24, 18);0;;(24, 21);0;1;416
MoveWest;(24, 18);0;;(24, 21);0;1;417
MoveWest;(24, 18);0;;(24, 21);0;1;418
MoveWest;(24, 18);0;;(24, 21);0;1;419
MoveWest;(24, 18);0;;(24, 21);0;1;420
MoveWest;(23, 18);0;;(24, 21);0;1;421
MoveWest;(23, 18);0;;(24, 21);0;1;422
MoveWest;(23, 18);0;;(24, 21);0;1;423
MoveWest;(23, 18);0;;(24, 21);0;1;424
MoveWest;(23, 18);0;;(24, 21);0;1;425
MoveWest;(23, 18);0;;(24, 21);0;1;426
MoveWest;(22, 18);0;;(24, 21);0;1;427
MoveNorthWest;(22, 18);0;;(24, 21);0;1;428
MoveNorthWest;(22, 18);0;;(24, 21);0;1;429
MoveNorthWest;(22, 18);0;;(24, 21);0;1;430
MoveNorthWest;(22, 18);0;;(24, 21);0;1;431
MoveNorthWest;(22, 18);0;;(24, 21);0;1;432
MoveNorthWest;(21, 17);0;;(24, 21);0;1;433
MoveNorth;(21, 17);0;;(24, 21);0;1;434
MoveNorth;(21, 17);0;;(24, 21);0;1;435
MoveNorth;(21, 17);0;;(24, 21);0;1;436
MoveNorth;(21, 17);0;;(24, 21);0;1;437
MoveNorth;(21, 17);0;;(24, 21);0;1;438
MoveNorth;(21, 16);0;;(24, 21);0;1;439
MoveNorth;(21, 16);0;;(24, 21);0;1;440
MoveNorth;(21, 16);0;;(24, 21);0;1;441
MoveNorth;(21, 16);0;;(24, 21);0;1;442
MoveNorth;(21, 16);0;;(24, 21);0;1;443
MoveNorth;(21, 16);0;;(24, 21);0;1;444
MoveNorth;(21, 15);0;;(24, 21);0;1;445
;(21, 15);0;;(24, 21);0;1;446
;(21, 15);0;;(24, 21);0;1;447
;(21, 15);0;;(24, 21);0;1;448
;(21, 15);0;;(24, 21);0;1;449
;(21, 15);0;;(24, 21);0;1;450
;(21, 15);0;;(24, 21);0;1;451
;(21, 15);0;;(24, 21);0;1;452
;(21, 15);0;;(24, 21);0;1;453
;(21, 15);0;;(24, 21);0;1;454
;(21, 15);0;;(24, 21);0;1;455
;(21, 15);0;;(24, 21);0;1;456
;(21, 15);0;;(24, 21);0;1;457
;(21, 15);0;;(24, 21);0;1;458
;(21, 15);0;;(24, 21);0;1;459
;(21, 15);0;;(24, 21);0;1;460
;(21, 15);0;;(24, 21);0;1;461
;(21, 15);0;;(24, 21);0;1;462
;(21, 15);0;;(24, 21);0;1;463
;(21, 15);0;;(24, 21);0;1;464
;(21, 15);0;;(24, 21);0;1;465
;(21, 15);0;;(24, 21);0;1;466
;(21, 15);0;;(24, 21);0;1;467
;(21, 15);0;;(24, 21);0;1;468
;(21, 15);0;;(24, 21);0;1;469
;(21, 15);0;;(24, 21);0;1;470
;(21, 15);0;;(24, 21);0;1;471
;(21, 15);0;;(24, 21);0;1;472
;(21, 15);0;;(24, 21);0;1;473
;(21, 15);0;;(24, 21);0;1;474
;(21, 15);0;;(24, 21);0;1;475
;(21, 15);0;;(24, 21);0;1;476
;(21, 15);0;;(24, 21);0;1;477
;(21, 15);0;;(24, 21);0;1;478
;(21, 15);0;;(24, 21);0;1;479
;(21, 15);0;;(24, 21);0;1;480
;(21, 15);0;;(24, 21);0;1;481
;(21, 15);0;;(24, 21);0;1;482
;(21, 15);0;;(24, 21);0;1;483
;(21, 15);0;;(24, 21);0;1;484
;(21, 15);0;;(24, 21);0;1;485
;(21, 15);0;;(24, 21);0;1;486
;(21, 15);0;;(24, 21);0;1;487
;(21, 15);0;;(24, 21);0;1;488
;(21, 15);0;;(24, 21);0;1;489
;(21, 15);0;;(24, 21);0;1;490
;(21, 15);0;;(24, 21);0;1;491
;(21, 15);0;;(24, 21);0;1;492
;(21, 15);0;;(24, 21);0;1;493
;(21, 15);0;;(24, 21);0;1;494
;(21, 15);0;;(24, 21);0;1;495
;(21, 15);0;;(24, 21);0;1;496
;(21, 15);0;;(24, 21);0;1;497
;(21, 15);0;;(24, 21);0;1;498
;(21, 15);0;;(24, 21);0;1;499
;(21, 15);0;;(24, 21);0;1;500
;(21, 15);0;;(24, 21);0;1;501
;(21, 15);0;;(24, 21);0;1;502
;(21, 15);0;;(24, 21);0;1;503
;(21, 15);0;;(24, 21);0;1;504
;(21, 15);0;;(24, 21);0;1;505
;(21, 15);0;;(24, 21);0;1;506
;(21, 15);0;;(24, 21);0;1;507
;(21, 15);0;;(24, 21);0;1;508
;(21, 15);0;;(24, 21);0;1;509
;(21, 15);0;;(24, 21);0;1;510
;(21, 15);0;;(24, 21);0;1;511
;(21, 15);0;;(24, 21);0;1;512
;(21, 15);0;;(24, 21);0;1;513
;(21, 15);0;;(24, 21);0;1;514
;(21, 15);0;;(24, 21);0;1;515
;(21, 15);0;;(24, 21);0;1;516
;(21, 15);0;;(24, 21);0;1;517
;(21, 15);0;;(24, 21);0;1;518
;(21, 15);0;;(24, 21);0;1;519
;(21, 15);0;;(24, 21);0;1;520
;(21, 15);0;;(24, 21);0;1;521
;(21, 15);0;;(24, 21);0;1;522
;(21, 15);0;;(24, 21);0;1;523
;(21, 15);0;;(24, 21);0;1;524
